dynamicColors	mergedColors
BCL2L11	greenyellow	greenyellow
BCL2L12	turquoise	turquoise
BCL2L13	turquoise	turquoise
BCL2L14	yellow	green
BCL2L15	yellow	green
BCL3	greenyellow	greenyellow
BCL6	green	green
BCL7A	blue	blue
BCL7B	yellow	green
BCL7C	pink	pink
BCL9	turquoise	turquoise
BCL9L	salmon	purple
BCLAF1	magenta	magenta
BCO2	grey	grey
BCOR	yellow	green
BCORL1	turquoise	turquoise
BCORP1	grey	grey
BCR	blue	blue
BCRP2	turquoise	turquoise
BCS1L	turquoise	turquoise
BCYRN1	green	green
BDH1	turquoise	turquoise
BDH2	blue	blue
BDNF	blue	blue
BDP1	tan	brown
BECN1	red	blue
BEGAIN	grey	grey
BEND2	purple	purple
BEND3	grey	grey
BEND5	grey	grey
BEST1	magenta	magenta
BEST4	grey	grey
BET1	grey	grey
BET1L	blue	blue
BEX1	brown	brown
BEX2	yellow	green
BEX4	black	black
BEX5	green	green
BFAR	blue	blue
BFSP1	turquoise	turquoise
BFSP2	brown	brown
BHLHB9	green	green
BHLHE40	greenyellow	greenyellow
BHMT2	purple	purple
BICD1	turquoise	turquoise
BICD2	blue	blue
BID	turquoise	turquoise
BIK	pink	pink
BIN1	turquoise	turquoise
BIN2	turquoise	turquoise
BIN3	red	blue
BIRC2	greenyellow	greenyellow
BIRC3	turquoise	turquoise
BIRC5	blue	blue
BIRC6	magenta	magenta
BIVM	greenyellow	greenyellow
BLCAP	blue	blue
BLK	grey	grey
BLM	brown	brown
BLMH	red	blue
BLOC1S1	turquoise	turquoise
BLOC1S2	black	black
BLOC1S3	blue	blue
BLVRA	red	blue
BLVRB	turquoise	turquoise
BLZF1	midnightblue	black
BMF	green	green
BMI1	blue	blue
BMP1	grey	grey
BMP2K	grey	grey
BMP3	purple	purple
BMP7	purple	purple
BMP8A	purple	purple
BMP8B	green	green
BMPR1A	brown	brown
BMPR1B	grey	grey
BMPR2	tan	brown
BMS1	yellow	green
BMS1P4	red	blue
BNIP1	yellow	green
BNIP2	midnightblue	black
BNIP3	turquoise	turquoise
BNIP3L	black	black
BNIPL	green	green
BOD1	pink	pink
BOLA1	blue	blue
BOLA3	turquoise	turquoise
BOLA3-AS1	turquoise	turquoise
BOLL	purple	purple
BOP1	turquoise	turquoise
BORA	black	black
BPGM	black	black
BPHL	turquoise	turquoise
BPNT1	turquoise	turquoise
BPTF	magenta	magenta
BRAF	green	green
BRAP	green	green
BRAT1	blue	blue
BRCA1	brown	brown
BRCA2	black	black
BRCC3	turquoise	turquoise
BRD1	green	green
BRD2	yellow	green
BRD3	turquoise	turquoise
BRD4	greenyellow	greenyellow
BRD7	grey	grey
BRD8	turquoise	turquoise
BRD9	yellow	green
BRDT	green	green
BRE	red	blue
BRF1	pink	pink
BRF2	yellow	green
BRI3	pink	pink
BRI3BP	pink	pink
BRIP1	purple	purple
BRIX1	midnightblue	black
BRK1	turquoise	turquoise
BRMS1	red	blue
BRMS1L	magenta	magenta
BROX	tan	brown
BRPF1	yellow	green
BRPF3	red	blue
BRWD1	magenta	magenta
BRWD3	magenta	magenta
BSCL2	turquoise	turquoise
BSDC1	yellow	green
BSG	turquoise	turquoise
BSN-AS2	grey	grey
BSPRY	grey	grey
BST1	red	blue
BST2	turquoise	turquoise
BTAF1	magenta	magenta
BTBD1	yellow	green
BTBD10	green	green
BTBD11	greenyellow	greenyellow
BTBD18	green	green
BTBD19	greenyellow	greenyellow
BTBD2	blue	blue
BTBD3	turquoise	turquoise
BTBD6	pink	pink
BTBD7	purple	purple
BTBD8	brown	brown
BTBD9	yellow	green
BTD	turquoise	turquoise
BTF3	cyan	cyan
BTF3L4	midnightblue	black
BTG1	greenyellow	greenyellow
BTG2	greenyellow	greenyellow
BTG3	green	green
BTLA	brown	brown
BTN2A1	yellow	green
BTN2A2	red	blue
BTN2A3P	cyan	cyan
BTN3A1	turquoise	turquoise
BTN3A2	brown	brown
BTN3A3	brown	brown
BTRC	blue	blue
BUB1	black	black
BUB1B	black	black
BUB3	midnightblue	black
BUD13	red	blue
BUD31	yellow	green
BVES	purple	purple
BYSL	yellow	green
BZRAP1	green	green
BZW1	black	black
BZW2	brown	brown
C10orf105	grey	grey
C10orf111	brown	brown
C10orf12	yellow	green
C10orf128	turquoise	turquoise
C10orf2	blue	blue
C10orf32	turquoise	turquoise
C10orf35	turquoise	turquoise
C10orf54	turquoise	turquoise
C10orf67	grey	grey
C10orf76	salmon	purple
C10orf88	brown	brown
C10orf91	grey	grey
C10orf95	pink	pink
C11orf1	yellow	green
C11orf21	turquoise	turquoise
C11orf24	turquoise	turquoise
C11orf30	turquoise	turquoise
C11orf31	turquoise	turquoise
C11orf45	grey	grey
C11orf49	turquoise	turquoise
C11orf54	turquoise	turquoise
C11orf57	blue	blue
C11orf58	black	black
C11orf63	brown	brown
C11orf65	greenyellow	greenyellow
C11orf68	black	black
C11orf70	grey	grey
C11orf71	blue	blue
C11orf73	brown	brown
C11orf74	brown	brown
C11orf80	blue	blue
C11orf84	turquoise	turquoise
C11orf94	grey	grey
C11orf95	grey	grey
C12orf10	blue	blue
C12orf29	black	black
C12orf4	midnightblue	black
C12orf40	brown	brown
C12orf42	brown	brown
C12orf43	blue	blue
C12orf45	turquoise	turquoise
C12orf49	brown	brown
C12orf5	green	green
C12orf56	grey	grey
C12orf57	cyan	cyan
C12orf60	turquoise	turquoise
C12orf65	yellow	green
C12orf66	blue	blue
C12orf73	red	blue
C12orf75	blue	blue
C12orf76	greenyellow	greenyellow
C12orf77	purple	purple
C14orf1	red	blue
C14orf105	purple	purple
C14orf119	brown	brown
C14orf132	turquoise	turquoise
C14orf142	brown	brown
C14orf159	turquoise	turquoise
C14orf166	black	black
C14orf169	red	blue
C14orf178	purple	purple
C14orf183	turquoise	turquoise
C14orf2	red	blue
C14orf28	turquoise	turquoise
C14orf79	grey	grey
C14orf80	pink	pink
C14orf93	turquoise	turquoise
C15orf39	yellow	green
C15orf40	turquoise	turquoise
C15orf41	turquoise	turquoise
C15orf52	blue	blue
C15orf53	blue	blue
C15orf57	red	blue
C15orf61	midnightblue	black
C15orf62	grey	grey
C16orf13	blue	blue
C16orf45	blue	blue
C16orf46	grey	grey
C16orf52	turquoise	turquoise
C16orf54	pink	pink
C16orf58	turquoise	turquoise
C16orf62	turquoise	turquoise
C16orf70	blue	blue
C16orf71	yellow	green
C16orf72	magenta	magenta
C16orf74	turquoise	turquoise
C16orf86	turquoise	turquoise
C16orf87	black	black
C16orf91	blue	blue
C16orf95	turquoise	turquoise
C17orf100	green	green
C17orf104	grey	grey
C17orf107	greenyellow	greenyellow
C17orf51	blue	blue
C17orf53	black	black
C17orf58	turquoise	turquoise
C17orf59	red	blue
C17orf62	turquoise	turquoise
C17orf67	grey	grey
C17orf70	turquoise	turquoise
C17orf75	turquoise	turquoise
C17orf77	green	green
C17orf80	turquoise	turquoise
C17orf85	purple	purple
C17orf89	turquoise	turquoise
C17orf97	blue	blue
C18orf21	black	black
C18orf25	blue	blue
C18orf32	yellow	green
C18orf54	tan	brown
C18orf8	yellow	green
C19orf12	turquoise	turquoise
C19orf18	grey	grey
C19orf24	turquoise	turquoise
C19orf25	turquoise	turquoise
C19orf35	pink	pink
C19orf38	grey	grey
C19orf40	blue	blue
C19orf43	pink	pink
C19orf44	turquoise	turquoise
C19orf47	red	blue
C19orf48	yellow	green
C19orf52	blue	blue
C19orf53	yellow	green
C19orf54	blue	blue
C19orf57	blue	blue
C19orf60	blue	blue
C19orf66	turquoise	turquoise
C19orf70	turquoise	turquoise
C19orf71	grey	grey
C19orf73	grey	grey
C1D	green	green
C1GALT1	midnightblue	black
C1GALT1C1	brown	brown
C1QBP	red	blue
C1QL3	grey	grey
C1QTNF3	cyan	cyan
C1QTNF3-AMACR	grey	grey
C1QTNF4	grey	grey
C1QTNF6	blue	blue
C1QTNF7	grey	grey
C1QTNF9B-AS1	blue	blue
C1R	green	green
C1RL	turquoise	turquoise
C1S	grey	grey
C1orf101	turquoise	turquoise
C1orf106	blue	blue
C1orf109	red	blue
C1orf112	brown	brown
C1orf115	grey	grey
C1orf122	pink	pink
C1orf123	turquoise	turquoise
C1orf131	yellow	green
C1orf140	green	green
C1orf141	turquoise	turquoise
C1orf146	magenta	magenta
C1orf159	turquoise	turquoise
C1orf162	brown	brown
C1orf174	yellow	green
C1orf177	green	green
C1orf186	blue	blue
C1orf194	grey	grey
C1orf198	brown	brown
C1orf204	turquoise	turquoise
C1orf21	grey	grey
C1orf210	yellow	green
C1orf216	turquoise	turquoise
C1orf220	green	green
C1orf228	blue	blue
C1orf229	grey	grey
C1orf233	pink	pink
C1orf27	black	black
C1orf35	yellow	green
C1orf43	green	green
C1orf50	blue	blue
C1orf52	green	green
C1orf54	grey	grey
C1orf56	grey	grey
C1orf61	grey	grey
C1orf74	green	green
C1orf86	pink	pink
C20orf166-AS1	yellow	green
C20orf194	turquoise	turquoise
C20orf196	turquoise	turquoise
C20orf197	grey	grey
C20orf203	grey	grey
C20orf24	yellow	green
C20orf27	turquoise	turquoise
C20orf96	pink	pink
C21orf2	blue	blue
C21orf33	brown	brown
C21orf58	turquoise	turquoise
C21orf59	turquoise	turquoise
C21orf62	yellow	green
C21orf91	midnightblue	black
C21orf91-OT1	black	black
C22orf15	turquoise	turquoise
C22orf23	grey	grey
C22orf24	green	green
C22orf29	red	blue
C22orf34	turquoise	turquoise
C22orf39	turquoise	turquoise
C22orf46	turquoise	turquoise
C2CD2	blue	blue
C2CD2L	turquoise	turquoise
C2CD3	salmon	purple
C2CD4A	purple	purple
C2CD4D	pink	pink
C2orf15	grey	grey
C2orf16	black	black
C2orf27A	cyan	cyan
C2orf40	black	black
C2orf42	turquoise	turquoise
C2orf43	brown	brown
C2orf44	grey	grey
C2orf47	green	green
C2orf49	black	black
C2orf50	grey	grey
C2orf68	blue	blue
C2orf69	black	black
C2orf74	brown	brown
C2orf76	brown	brown
C2orf81	turquoise	turquoise
C2orf83	blue	blue
C2orf88	brown	brown
C2orf91	magenta	magenta
C3AR1	brown	brown
C3orf14	turquoise	turquoise
C3orf17	midnightblue	black
C3orf18	turquoise	turquoise
C3orf20	purple	purple
C3orf33	turquoise	turquoise
C3orf35	purple	purple
C3orf38	midnightblue	black
C3orf49	grey	grey
C3orf52	turquoise	turquoise
C3orf58	midnightblue	black
C3orf62	black	black
C3orf67	grey	grey
C3orf70	magenta	magenta
C4orf19	green	green
C4orf26	yellow	green
C4orf27	brown	brown
C4orf29	cyan	cyan
C4orf3	brown	brown
C4orf32	turquoise	turquoise
C4orf33	blue	blue
C4orf46	black	black
C4orf48	blue	blue
C5	magenta	magenta
C5AR1	grey	grey
C5orf15	yellow	green
C5orf22	magenta	magenta
C5orf24	magenta	magenta
C5orf28	yellow	green
C5orf30	turquoise	turquoise
C5orf34	cyan	cyan
C5orf42	tan	brown
C5orf45	turquoise	turquoise
C5orf51	brown	brown
C5orf56	turquoise	turquoise
C5orf58	grey	grey
C5orf63	brown	brown
C5orf64	purple	purple
C6orf1	red	blue
C6orf106	yellow	green
C6orf120	grey	grey
C6orf132	yellow	green
C6orf136	yellow	green
C6orf163	grey	grey
C6orf201	turquoise	turquoise
C6orf203	black	black
C6orf211	brown	brown
C6orf226	yellow	green
C6orf25	green	green
C6orf47	red	blue
C6orf48	red	blue
C6orf52	black	black
C6orf57	turquoise	turquoise
C6orf62	cyan	cyan
C6orf89	salmon	purple
C7	magenta	magenta
C7orf25	brown	brown
C7orf26	pink	pink
C7orf31	cyan	cyan
C7orf43	turquoise	turquoise
C7orf49	turquoise	turquoise
C7orf50	blue	blue
C7orf55	turquoise	turquoise
C7orf57	grey	grey
C7orf60	tan	brown
C7orf61	yellow	green
C7orf65	green	green
C7orf73	brown	brown
C8orf31	red	blue
C8orf33	yellow	green
C8orf37	brown	brown
C8orf44	turquoise	turquoise
C8orf46	grey	grey
C8orf58	yellow	green
C8orf59	tan	brown
C8orf76	black	black
C8orf82	pink	pink
C8orf86	grey	grey
C9orf114	turquoise	turquoise
C9orf116	grey	grey
C9orf117	grey	grey
C9orf131	yellow	green
C9orf139	turquoise	turquoise
C9orf142	blue	blue
C9orf153	green	green
C9orf156	salmon	purple
C9orf16	red	blue
C9orf24	grey	grey
C9orf3	turquoise	turquoise
C9orf40	grey	grey
C9orf41	red	blue
C9orf43	grey	grey
C9orf64	brown	brown
C9orf66	blue	blue
C9orf69	brown	brown
C9orf72	magenta	magenta
C9orf78	yellow	green
C9orf84	brown	brown
C9orf85	blue	blue
C9orf89	pink	pink
C9orf9	turquoise	turquoise
C9orf91	yellow	green
CA11	red	blue
CA12	grey	grey
CA13	blue	blue
CA14	green	green
CA5A	grey	grey
CA5B	brown	brown
CA5BP1	blue	blue
CA6	green	green
CAB39	grey	grey
CAB39L	turquoise	turquoise
CABIN1	salmon	purple
CABLES2	yellow	green
CABP4	purple	purple
CABP7	green	green
CABYR	blue	blue
CACNA1C	blue	blue
CACNA1F	blue	blue
CACNA1H	turquoise	turquoise
CACNA1I	salmon	purple
CACNA2D2	turquoise	turquoise
CACNA2D4	blue	blue
CACNB1	salmon	purple
CACNB2	brown	brown
CACNB3	turquoise	turquoise
CACNG8	purple	purple
CACYBP	midnightblue	black
CAD	turquoise	turquoise
CADM1	grey	grey
CADM2	blue	blue
CAGE1	greenyellow	greenyellow
CAHM	grey	grey
CALCOCO1	blue	blue
CALCOCO2	red	blue
CALD1	cyan	cyan
CALHM2	turquoise	turquoise
CALM1	midnightblue	black
CALM2	brown	brown
CALM3	turquoise	turquoise
CALML4	grey	grey
CALN1	pink	pink
CALR	blue	blue
CALU	yellow	green
CALY	grey	grey
CAMK1	turquoise	turquoise
CAMK1D	salmon	purple
CAMK2D	tan	brown
CAMK2G	turquoise	turquoise
CAMK2N1	grey	grey
CAMK4	tan	brown
CAMKK1	grey	grey
CAMKK2	turquoise	turquoise
CAMKMT	brown	brown
CAMLG	black	black
CAMSAP1	red	blue
CAMSAP2	grey	grey
CAMTA1	green	green
CAMTA2	purple	purple
CAND1	midnightblue	black
CAND2	grey	grey
CANT1	green	green
CANX	brown	brown
CAP1	turquoise	turquoise
CAPG	turquoise	turquoise
CAPN1	turquoise	turquoise
CAPN10	turquoise	turquoise
CAPN12	turquoise	turquoise
CAPN14	turquoise	turquoise
CAPN2	turquoise	turquoise
CAPN3	blue	blue
CAPN5	grey	grey
CAPN7	midnightblue	black
CAPN8	cyan	cyan
CAPNS1	pink	pink
CAPRIN1	magenta	magenta
CAPRIN2	turquoise	turquoise
CAPS	turquoise	turquoise
CAPS2	green	green
CAPZA1	midnightblue	black
CAPZA2	midnightblue	black
CAPZB	turquoise	turquoise
CARD11	salmon	purple
CARD14	turquoise	turquoise
CARD16	turquoise	turquoise
CARD17	turquoise	turquoise
CARD6	turquoise	turquoise
CARD8	brown	brown
CARD9	grey	grey
CARHSP1	red	blue
CARKD	blue	blue
CARM1	pink	pink
CARNS1	pink	pink
CARS	turquoise	turquoise
CARS2	turquoise	turquoise
CASC1	grey	grey
CASC3	purple	purple
CASC4	brown	brown
CASC5	black	black
CASD1	cyan	cyan
CASK	turquoise	turquoise
CASP1	brown	brown
CASP10	brown	brown
CASP14	grey	grey
CASP2	turquoise	turquoise
CASP3	black	black
CASP4	blue	blue
CASP6	turquoise	turquoise
CASP7	midnightblue	black
CASP8	yellow	green
CASP8AP2	brown	brown
CASP9	greenyellow	greenyellow
CASS4	green	green
CAST	magenta	magenta
CASZ1	green	green
CAT	turquoise	turquoise
CATSPER2	brown	brown
CATSPER2P1	red	blue
CATSPER3	blue	blue
CATSPERB	cyan	cyan
CATSPERD	grey	grey
CATSPERG	blue	blue
CAV2	blue	blue
CBFA2T2	pink	pink
CBFB	brown	brown
CBL	brown	brown
CBLB	purple	purple
CBLL1	red	blue
CBLN3	turquoise	turquoise
CBR1	turquoise	turquoise
CBR3	blue	blue
CBR3-AS1	grey	grey
CBR4	brown	brown
CBWD1	midnightblue	black
CBWD2	brown	brown
CBX1	brown	brown
CBX3	tan	brown
CBX3P2	grey	grey
CBX4	greenyellow	greenyellow
CBX5	brown	brown
CBX6	pink	pink
CBX7	pink	pink
CBX8	blue	blue
CBY1	turquoise	turquoise
CBY3	grey	grey
CC2D1A	pink	pink
CC2D1B	salmon	purple
CC2D2A	purple	purple
CC2D2B	grey	grey
CCAR1	purple	purple
CCBE1	yellow	green
CCBL1	turquoise	turquoise
CCBL2	brown	brown
CCDC101	red	blue
CCDC102A	pink	pink
CCDC102B	turquoise	turquoise
CCDC106	blue	blue
CCDC107	turquoise	turquoise
CCDC109B	brown	brown
CCDC112	brown	brown
CCDC113	grey	grey
CCDC114	red	blue
CCDC115	red	blue
CCDC117	black	black
CCDC12	yellow	green
CCDC120	yellow	green
CCDC121	green	green
CCDC122	brown	brown
CCDC124	red	blue
CCDC125	turquoise	turquoise
CCDC126	brown	brown
CCDC127	blue	blue
CCDC13	grey	grey
CCDC130	red	blue
CCDC132	tan	brown
CCDC134	red	blue
CCDC136	pink	pink
CCDC137	yellow	green
CCDC138	brown	brown
CCDC14	tan	brown
CCDC141	magenta	magenta
CCDC142	salmon	purple
CCDC144A	grey	grey
CCDC144B	grey	grey
CCDC146	brown	brown
CCDC148	grey	grey
CCDC15	turquoise	turquoise
CCDC152	brown	brown
CCDC153	grey	grey
CCDC154	grey	grey
CCDC157	green	green
CCDC159	blue	blue
CCDC163P	grey	grey
CCDC167	turquoise	turquoise
CCDC17	grey	grey
CCDC18	brown	brown
CCDC22	turquoise	turquoise
CCDC23	red	blue
CCDC24	blue	blue
CCDC25	blue	blue
CCDC28A	green	green
CCDC28B	turquoise	turquoise
CCDC30	brown	brown
CCDC34	turquoise	turquoise
CCDC37	grey	grey
CCDC38	grey	grey
CCDC39	grey	grey
CCDC42B	grey	grey
CCDC43	green	green
CCDC47	black	black
CCDC50	black	black
CCDC51	blue	blue
CCDC53	brown	brown
CCDC57	yellow	green
CCDC58	magenta	magenta
CCDC59	green	green
CCDC6	green	green
CCDC61	pink	pink
CCDC62	turquoise	turquoise
CCDC64	turquoise	turquoise
CCDC65	brown	brown
CCDC66	tan	brown
CCDC69	blue	blue
CCDC7	tan	brown
CCDC71	blue	blue
CCDC71L	blue	blue
CCDC73	grey	grey
CCDC77	turquoise	turquoise
CCDC78	turquoise	turquoise
CCDC8	grey	grey
CCDC81	grey	grey
CCDC82	tan	brown
CCDC84	yellow	green
CCDC85B	blue	blue
CCDC85C	purple	purple
CCDC86	red	blue
CCDC88A	magenta	magenta
CCDC88B	pink	pink
CCDC88C	pink	pink
CCDC9	green	green
CCDC90B	tan	brown
CCDC91	brown	brown
CCDC92	midnightblue	black
CCDC93	yellow	green
CCDC94	red	blue
CCDC96	grey	grey
CCDC97	turquoise	turquoise
CCHCR1	turquoise	turquoise
CCL16	grey	grey
CCL20	brown	brown
CCL22	purple	purple
CCL27	grey	grey
CCL28	yellow	green
CCL3	green	green
CCL4	grey	grey
CCL5	grey	grey
CCM2	red	blue
CCNA2	grey	grey
CCNB1	turquoise	turquoise
CCNB1IP1	turquoise	turquoise
CCNB2	blue	blue
CCNC	black	black
CCND1	grey	grey
CCND2	tan	brown
CCND3	turquoise	turquoise
CCNDBP1	turquoise	turquoise
CCNE1	green	green
CCNE2	black	black
CCNF	blue	blue
CCNG1	pink	pink
CCNG2	black	black
CCNH	greenyellow	greenyellow
CCNI	black	black
CCNI2	pink	pink
CCNJ	magenta	magenta
CCNK	black	black
CCNL1	green	green
CCNL2	purple	purple
CCNT1	green	green
CCNT2	magenta	magenta
CCNY	greenyellow	greenyellow
CCNYL1	magenta	magenta
CCP110	tan	brown
CCPG1	greenyellow	greenyellow
CCR1	grey	grey
CCR10	turquoise	turquoise
CCR2	green	green
CCR3	turquoise	turquoise
CCR4	yellow	green
CCR5	grey	grey
CCR6	greenyellow	greenyellow
CCR7	turquoise	turquoise
CCR8	turquoise	turquoise
CCR9	pink	pink
CCRL2	green	green
CCRN4L	green	green
CCS	turquoise	turquoise
CCT2	yellow	green
CCT3	turquoise	turquoise
CCT4	blue	blue
CCT5	brown	brown
CCT6A	turquoise	turquoise
CCT6B	black	black
CCT6P1	yellow	green
CCT6P3	yellow	green
CCT7	turquoise	turquoise
CCT8	midnightblue	black
CCZ1	grey	grey
CCZ1B	grey	grey
CD101	blue	blue
CD109	yellow	green
CD14	turquoise	turquoise
CD151	pink	pink
CD160	grey	grey
CD164	tan	brown
CD2	turquoise	turquoise
CD200	green	green
CD200R1	brown	brown
CD209	grey	grey
CD226	brown	brown
CD24	purple	purple
CD244	grey	grey
CD247	yellow	green
CD27	turquoise	turquoise
CD274	brown	brown
CD28	green	green
CD2AP	black	black
CD2BP2	blue	blue
CD300A	turquoise	turquoise
CD300E	grey	grey
CD300LG	green	green
CD320	blue	blue
CD36	grey	grey
CD37	red	blue
CD38	turquoise	turquoise
CD3D	turquoise	turquoise
CD3E	turquoise	turquoise
CD3EAP	red	blue
CD3G	turquoise	turquoise
CD4	turquoise	turquoise
CD40	turquoise	turquoise
CD40LG	grey	grey
CD44	yellow	green
CD46	tan	brown
CD47	tan	brown
CD48	cyan	cyan
CD5	yellow	green
CD52	turquoise	turquoise
CD53	brown	brown
CD55	greenyellow	greenyellow
CD58	brown	brown
CD59	brown	brown
CD6	red	blue
CD63	turquoise	turquoise
CD68	blue	blue
CD69	greenyellow	greenyellow
CD7	pink	pink
CD70	grey	grey
CD72	blue	blue
CD74	red	blue
CD79A	blue	blue
CD79B	turquoise	turquoise
CD80	grey	grey
CD81	greenyellow	greenyellow
CD82	turquoise	turquoise
CD83	greenyellow	greenyellow
CD84	turquoise	turquoise
CD86	grey	grey
CD8A	grey	grey
CD8B	green	green
CD9	grey	grey
CD93	grey	grey
CD96	turquoise	turquoise
CD97	turquoise	turquoise
CD99L2	turquoise	turquoise
CDA	grey	grey
CDADC1	green	green
CDAN1	yellow	green
CDC123	black	black
CDC14A	tan	brown
CDC14B	brown	brown
CDC14C	grey	grey
CDC16	turquoise	turquoise
CDC20	grey	grey
CDC23	blue	blue
CDC25A	grey	grey
CDC25B	turquoise	turquoise
CDC26	turquoise	turquoise
CDC27	midnightblue	black
CDC34	greenyellow	greenyellow
CDC37	blue	blue
CDC37L1	green	green
CDC40	black	black
CDC42	black	black
CDC42BPA	grey	grey
CDC42BPB	cyan	cyan
CDC42BPG	grey	grey
CDC42EP2	grey	grey
CDC42EP3	blue	blue
CDC42EP4	yellow	green
CDC42SE1	red	blue
CDC42SE2	black	black
CDC45	grey	grey
CDC5L	yellow	green
CDC6	blue	blue
CDC7	grey	grey
CDC73	magenta	magenta
CDCA2	yellow	green
CDCA3	blue	blue
CDCA4	yellow	green
CDCA5	blue	blue
CDCA7	blue	blue
CDCA7L	turquoise	turquoise
CDCA8	grey	grey
CDCP1	grey	grey
CDH1	grey	grey
CDH12	turquoise	turquoise
CDH20	grey	grey
CDH23	turquoise	turquoise
CDH24	blue	blue
CDH26	grey	grey
CDH4	blue	blue
CDHR3	salmon	purple
CDIPT	pink	pink
CDK1	black	black
CDK10	turquoise	turquoise
CDK11A	yellow	green
CDK11B	yellow	green
CDK12	green	green
CDK13	magenta	magenta
CDK14	grey	grey
CDK16	green	green
CDK17	black	black
CDK18	grey	grey
CDK19	tan	brown
CDK2	turquoise	turquoise
CDK20	turquoise	turquoise
CDK2AP1	grey	grey
CDK2AP2	brown	brown
CDK4	brown	brown
CDK5	turquoise	turquoise
CDK5R1	grey	grey
CDK5RAP1	yellow	green
CDK5RAP2	purple	purple
CDK5RAP3	salmon	purple
CDK6	turquoise	turquoise
CDK7	black	black
CDK8	pink	pink
CDK9	pink	pink
CDKAL1	turquoise	turquoise
CDKL1	turquoise	turquoise
CDKL2	grey	grey
CDKL3	turquoise	turquoise
CDKL5	turquoise	turquoise
CDKN1A	greenyellow	greenyellow
CDKN1B	turquoise	turquoise
CDKN1C	grey	grey
CDKN2A	grey	grey
CDKN2AIP	black	black
CDKN2AIPNL	blue	blue
CDKN2B	grey	grey
CDKN2B-AS1	grey	grey
CDKN2C	grey	grey
CDKN2D	yellow	green
CDKN3	midnightblue	black
CDNF	grey	grey
CDO1	grey	grey
CDON	tan	brown
CDR1	grey	grey
CDR2	blue	blue
CDRT1	purple	purple
CDRT15P1	grey	grey
CDS1	turquoise	turquoise
CDS2	yellow	green
CDT1	pink	pink
CDV3	turquoise	turquoise
CDYL	blue	blue
CDYL2	yellow	green
CEACAM1	turquoise	turquoise
CEACAM21	turquoise	turquoise
CEACAM22P	purple	purple
CEACAM4	grey	grey
CEACAM5	purple	purple
CEACAM8	purple	purple
CEBPA	pink	pink
CEBPB	pink	pink
CEBPD	grey	grey
CEBPG	green	green
CEBPZ	black	black
CECR1	turquoise	turquoise
CECR5	turquoise	turquoise
CECR5-AS1	grey	grey
CECR7	grey	grey
CELA1	grey	grey
CELA2B	yellow	green
CELF1	salmon	purple
CELF2	purple	purple
CELF4	grey	grey
CELF6	grey	grey
CELSR1	grey	grey
CELSR2	grey	grey
CELSR3	grey	grey
CEMP1	turquoise	turquoise
CENPA	green	green
CENPB	greenyellow	greenyellow
CENPBD1	turquoise	turquoise
CENPE	black	black
CENPF	turquoise	turquoise
CENPH	grey	grey
CENPI	grey	grey
CENPJ	brown	brown
CENPK	grey	grey
CENPL	black	black
CENPM	turquoise	turquoise
CENPN	green	green
CENPO	salmon	purple
CENPP	turquoise	turquoise
CENPQ	brown	brown
CENPT	blue	blue
CENPV	pink	pink
CENPW	grey	grey
CEP104	blue	blue
CEP112	cyan	cyan
CEP120	greenyellow	greenyellow
CEP128	salmon	purple
CEP135	midnightblue	black
CEP152	magenta	magenta
CEP164	salmon	purple
CEP170	turquoise	turquoise
CEP19	brown	brown
CEP192	cyan	cyan
CEP250	red	blue
CEP290	brown	brown
CEP350	magenta	magenta
CEP41	brown	brown
CEP44	midnightblue	black
CEP55	grey	grey
CEP57	tan	brown
CEP57L1	tan	brown
CEP63	tan	brown
CEP68	turquoise	turquoise
CEP70	grey	grey
CEP72	turquoise	turquoise
CEP76	yellow	green
CEP78	brown	brown
CEP85	blue	blue
CEP85L	black	black
CEP89	turquoise	turquoise
CEP95	green	green
CEP97	black	black
CEPT1	brown	brown
CERK	pink	pink
CERKL	brown	brown
CERS2	blue	blue
CERS3	grey	grey
CERS4	turquoise	turquoise
CERS5	red	blue
CERS6	red	blue
CES1	grey	grey
CES2	red	blue
CES3	blue	blue
CES4A	pink	pink
CETN2	turquoise	turquoise
CETN3	brown	brown
CETN4P	grey	grey
CETP	yellow	green
CFB	magenta	magenta
CFD	blue	blue
CFDP1	turquoise	turquoise
CFH	yellow	green
CFL1	turquoise	turquoise
CFL1P1	grey	grey
CFL2	blue	blue
CFLAR	salmon	purple
CFLAR-AS1	grey	grey
CFP	turquoise	turquoise
CGGBP1	brown	brown
CGNL1	purple	purple
CGREF1	grey	grey
CGRRF1	black	black
CH25H	grey	grey
CHAC2	magenta	magenta
CHADL	grey	grey
CHAF1A	green	green
CHAF1B	yellow	green
CHAMP1	black	black
CHCHD1	turquoise	turquoise
CHCHD10	pink	pink
CHCHD2	yellow	green
CHCHD3	turquoise	turquoise
CHCHD4	turquoise	turquoise
CHCHD5	blue	blue
CHCHD6	pink	pink
CHCHD7	red	blue
CHD1	greenyellow	greenyellow
CHD1L	turquoise	turquoise
CHD2	green	green
CHD3	salmon	purple
CHD4	red	blue
CHD6	green	green
CHD7	pink	pink
CHD8	green	green
CHD9	tan	brown
CHDH	blue	blue
CHEK1	green	green
CHEK2	brown	brown
CHERP	green	green
CHFR	blue	blue
CHGB	grey	grey
CHI3L2	brown	brown
CHIC1	brown	brown
CHIC2	green	green
CHID1	turquoise	turquoise
CHKA	yellow	green
CHKB	grey	grey
